== DRY RUN (use --apply to delete) ==
[DELETE] dealer    #12                                              reason=empty-name  user=autotest_dealer_20260411002039_1@example.com
[DELETE] dealer    #13                                              reason=empty-name  user=autotest_dealer_20260411002829_1@example.com
[DELETE] dealer    #14                                              reason=empty-name  user=autotest_dealer_20260411002842_1@example.com
[DELETE] dealer    #31                                              reason=empty-name  user=autotest_dealer_20260411012146_1@example.com
[DELETE] dealer    #35                                              reason=empty-name  user=autotest_dealer_20260411012856_1@example.com
[DELETE] dealer    #38                                              reason=empty-name  user=autotest_dealer_20260411013330_1@example.com
[DELETE] dealer    #40                                              reason=empty-name  user=autotest_dealer_20260411013700_1@example.com
[DELETE] dealer    #42                                              reason=empty-name  user=autotest_dealer_20260411014750_1@example.com
[DELETE] dealer    #44                                              reason=empty-name  user=autotest_dealer_20260411015321_1@example.com
[DELETE] garage    #487   Bigger stationery                         reason=off-topic: stationery  user=biz.biggerstationery.FSpFY8@motorlink.test
[DELETE] garage    #488   Mkanda                                    reason=garbage-token  user=biz.mkanda.kG2j8Q@motorlink.test
[DELETE] car_hire  #26                                              reason=empty-name  user=autotest_car_hire_20260411001854_3@example.com
[DELETE] car_hire  #27                                              reason=empty-name  user=autotest_car_hire_20260411002039_3@example.com
[DELETE] car_hire  #28                                              reason=empty-name  user=autotest_car_hire_20260411002829_3@example.com
[DELETE] car_hire  #29                                              reason=empty-name  user=autotest_car_hire_20260411002842_3@example.com
[DELETE] car_hire  #37                                              reason=empty-name  user=autotest_car_hire_20260411012146_3@example.com
[DELETE] car_hire  #39                                              reason=empty-name  user=autotest_car_hire_20260411012856_3@example.com
[DELETE] car_hire  #40                                              reason=empty-name  user=autotest_car_hire_20260411013330_3@example.com
[DELETE] car_hire  #42                                              reason=empty-name  user=autotest_car_hire_20260411013700_3@example.com
[DELETE] car_hire  #44                                              reason=empty-name  user=autotest_car_hire_20260411014750_3@example.com
[DELETE] car_hire  #46                                              reason=empty-name  user=autotest_car_hire_20260411015321_3@example.com
[DELETE] car_hire  #106   Kamuzu International Airport              reason=off-topic: Airport  user=biz.kamuzuinternationala.7mRjvU@motorlink.test
[DELETE] car_hire  #133   Chileka international airport             reason=off-topic: airport  user=biz.chilekainternational.Nd1CLw@motorlink.test
[DELETE] car_hire  #156   Mzuzu Airport                             reason=off-topic: Airport  user=biz.mzuzuairport.ay2-nw@motorlink.test
[DELETE] car_hire  #160   Bus Station                               reason=location-only-name: Bus Station  user=biz.busstation.mCgJ2M@motorlink.test
[DELETE] car_hire  #166   Chimwemwe                                 reason=garbage-token  user=biz.chimwemwe.Gaxp9M@motorlink.test
[DELETE] car_hire  #169   Zomba Airport                             reason=off-topic: Airport  user=biz.zombaairport.um6Zmc@motorlink.test
[DELETE] car_hire  #170   T & D GUESTHOUSE                          reason=off-topic: GUESTHOUSE  user=biz.tdguesthouse.EUcNtU@motorlink.test
[DELETE] car_hire  #172   Bluegum Avenue Lodge                      reason=off-topic: Lodge  user=biz.bluegumavenuelodge.j-IkR0@motorlink.test
[DELETE] car_hire  #174   Aeroportul Kasungu                        reason=off-topic: Aeroportul  user=biz.aeroportulkasungu.HNoFhA@motorlink.test
[DELETE] car_hire  #178   CTS COURIER MZUZU                         reason=off-topic: COURIER  user=biz.ctscouriermzuzu.WBkhNM@motorlink.test
[DELETE] car_hire  #190   Mchinji Airport                           reason=off-topic: Airport  user=biz.mchinjiairport.BmUyyQ@motorlink.test
[DELETE] car_hire  #191   Old Airport                               reason=location-only-name: Old Airport  user=biz.oldairport._rT6fk@motorlink.test
[DELETE] car_hire  #195   Chinseu                                   reason=garbage-token  user=biz.chinseu.iFkhac@motorlink.test
[DELETE] car_hire  #196   Aeroportul Ntchisi                        reason=off-topic: Aeroportul  user=biz.aeroportulntchisi.CppCjE@motorlink.test
[DELETE] car_hire  #198   Supersink filling station -Dowa           reason=off-topic: filling station  user=biz.supersinkfillingstat.SrDfI4@motorlink.test
[DELETE] car_hire  #199   Dear Mama Executive Lodge                 reason=off-topic: Lodge  user=biz.dearmamaexecutivelod.6xcbKA@motorlink.test
[DELETE] car_hire  #216   Meraki Bridal                             reason=off-topic: Bridal  user=biz.merakibridal._9ocsM@motorlink.test
[DELETE] car_hire  #218   Speed Courier Mangochi                    reason=off-topic: Courier  user=biz.speedcouriermangochi.RV6pe0@motorlink.test
[DELETE] car_hire  #219   Mangochi district Hospital maternity win  reason=off-topic: Hospital  user=biz.mangochidistricthosp.R077SI@motorlink.test
[DELETE] car_hire  #221   Nanchengwa Lodge                          reason=off-topic: Lodge  user=biz.nanchengwalodge.-iG62Y@motorlink.test
[DELETE] car_hire  #229   Chikalimba properties                     reason=off-topic: properties  user=biz.chikalimbaproperties.mvvg1g@motorlink.test
[DELETE] car_hire  #237   Puma Energy Mulanje                       reason=off-topic: Puma  user=biz.pumaenergymulanje.ftmgMw@motorlink.test
[DELETE] car_hire  #242   Sucoma Airport LZ                         reason=off-topic: Airport  user=biz.sucomaairportlz._xXmeQ@motorlink.test
[DELETE] car_hire  #243   Saha Bicycle repairing (fourways)         reason=off-topic: Bicycle  user=biz.sahabicyclerepairing.xy8NIs@motorlink.test
[DELETE] car_hire  #245   Aeroportul Nsanje                         reason=off-topic: Aeroportul  user=biz.aeroportulnsanje.VKnr7Q@motorlink.test
[DELETE] car_hire  #246   Chingazi                                  reason=garbage-token  user=biz.chingazi.vcIT-c@motorlink.test
[DELETE] car_hire  #248   Monkey Bay                                reason=location-only-name: Monkey Bay  user=biz.monkeybay.jOFXY0@motorlink.test
[DELETE] car_hire  #264   Sunnyside Inn                             reason=off-topic: Inn  user=biz.sunnysideinn.LLPtKM@motorlink.test
[DELETE] car_hire  #266   Baobab Lodge and Spa Malawi               reason=off-topic: Lodge  user=biz.baobablodgeandspamal.HGSA5o@motorlink.test
[DELETE] car_hire  #270   Kabula Lodge                              reason=off-topic: Lodge  user=biz.kabulalodge.tBOIaw@motorlink.test
[DELETE] car_hire  #275   Blanytre                                  reason=location-only-name: Blanytre  user=biz.blanytre.ouQvJY@motorlink.test
[DELETE] car_hire  #279   Karonga Airport                           reason=off-topic: Airport  user=biz.karongaairport.QqEWe4@motorlink.test
[DELETE] car_hire  #282   Issah                                     reason=garbage-token  user=biz.issah.96wTvM@motorlink.test
[DELETE] car_hire  #284   Butterfly Space Non Profit Eco Lodge      reason=off-topic: Eco Lodge  user=biz.butterflyspacenonpro.FMDcPU@motorlink.test
[DELETE] car_hire  #285   Soul Rebel Lodge & Backpackers            reason=off-topic: Lodge  user=biz.soulrebellodgebackpa.OPLebY@motorlink.test
[DELETE] car_hire  #291   Puma Energy Rumphi                        reason=off-topic: Puma  user=biz.pumaenergyrumphi.LPQc1k@motorlink.test
[DELETE] car_hire  #292   Θâæσ╖₧Θú₧σ╜╝Φ╛╛τºæµèÇµ£ëΘÖÉσà¼σÅ╕         reason=non-latin-garbage  user=biz..d1mtMc@motorlink.test
[DELETE] car_hire  #293   Aeroportul Chitipa                        reason=off-topic: Aeroportul  user=biz.aeroportulchitipa.3ga9TE@motorlink.test
[DELETE] car_hire  #296   Mzimba                                    reason=location-only-name: Mzimba  user=biz.mzimba.qBCCl8@motorlink.test
[DELETE] car_hire  #297   Malaga                                    reason=garbage-token  user=biz.malaga.a2kGOw@motorlink.test
[DELETE] car_hire  #298   Puma Energy Mzimba                        reason=off-topic: Puma  user=biz.pumaenergymzimba.2yUUPk@motorlink.test
[DELETE] car_hire  #301   Four ways                                 reason=location-only-name: Four ways  user=biz.fourways.CNcaOw@motorlink.test
[DELETE] car_hire  #303   Ekwendeni                                 reason=location-only-name: Ekwendeni  user=biz.ekwendeni.V5_3HA@motorlink.test
[DELETE] car_hire  #306   Bicycle repair                            reason=off-topic: Bicycle  user=biz.bicyclerepair.X57yl4@motorlink.test
[DELETE] car_hire  #307   Main Stream Beach Villa (Salima)          reason=off-topic: Villa  user=biz.mainstreambeachvilla.MHzCMg@motorlink.test
[DELETE] car_hire  #308   Kutchire Lodge                            reason=off-topic: Lodge  user=biz.kutchirelodge.-875nE@motorlink.test
[DELETE] car_hire  #309   JEMEC ENGEN GAS STATION                   reason=off-topic: ENGEN  user=biz.jemecengengasstation.44ipq4@motorlink.test
